id,name
4038,Susan Sarandon
9309,Richard Pryor
57551,Mario Cantone
5726,Cedric the Entertainer
10814,Wesley Snipes
18897,Jackie Chan
19429,Bruce Lee
448,Hilary Swank
3265,Eli Wallach
4078,Lee Van Cleef
14276,Gian Maria Volontè
74308,Christopher Carley
74309,Bee Vang
3892,Johnny Mercer
3095559,Bill Charlap
4385,Sergio Leone
34259,Jean-Yves Berteloot
11066,Hal Holbrook
15111,Jean-Claude Van Damme
1932312,Maureen McCarthy
2254973,Carlie Guevara
68812,Ed Asner
1037,Harvey Keitel
3129,Tim Roth
23920,Chad McQueen
6844,Dom DeLuise
68559,Gary Daniels
188707,Christopher Stapleton
59554,Jesse Bernstein
1591097,Bryan Clark
17397,Callie Khouri
17398,Mimi Polk Gitlin
1572034,Robert Scott Wilson
2555,David Proval
2047,Danny Glover
73040,Doug Bradley
27993,Jeffrey Combs
252527,Rusty Goffe
565671,Sophia Disgrace
1198123,Rachel Grubb
106207,Ari Lehman
52860,Judah Friedlander
1515269,John P. Brennan
2029964,Paymon Seyedi
42545,Ron Jeremy
15832,Gilbert Gottfried
1404664,Cody Baggenstos
1404667,Justin Shand
70602,Jörg Buttgereit
1036843,James Balsamo
1288492,Glenn Berggoetz
93190,Zack Beseda
106166,Count Smokula
1229317,Bruno Tonioli
1133295,Jeremy Ambler
1536126,Teresa Ambler
1536127,Katt Balsan
1376433,Susie Duecker
1376434,Patricia Quinn
1102159,Shawn C. Phillips
19487,Jay Hernandez
19119,Mélanie Laurent
52365,Cerina Vincent
21429,Sam Page
20493,Sydney Tamiia Poitier
33656,Heather Matarazzo
39520,Garret Dillahunt
11462,Ellen Sandweiss
11465,Theresa Tilly
52602,Rob Morrow
2517,Donna Murphy
59183,Sarah-Jane Redmond
111207,Barra Grant
21625,Molly Ringwald
14392,Kathryn Bigelow
2053,Bill Paxton
3085,James Caan
60848,James Aaron Oliver
1229762,Jonathan Mangum
31365,John Kassir
23967,Mary Ellen Trainor
78494,Beau Billingslea
571562,Steve Blum
75039,Crispin Freeman
88164,Luigi Cozzi
2183911,Annette Chaton
1518723,Marcus Hearn
61824,Mick Garris
105685,Giovanna Mezzogiorno
32055,Piero Tosi
19707,Charles Band
31302,Ted Newsom
100659,Ivan Cardoso
31211,Clive Barker
12515,José Ferrer
13578,Dana Andrews
9925,Martine Beswick
650,Karen Allen
104021,Ricou Browning
109255,Leonard Maltin
7505,Roddy McDowall
26660,Richard Kiley
3035391,Bob Kokai
3035392,Ronald V. Borst
79084,Jeff Rector
16028,William Marshall
41955,Griffin Drew
98226,Rodney Gray
35579,Debbie Rochon
100359,Nathan Sears
16938,Renny Harlin
97915,Marilyn Eastman
27804,Gunnar Hansen
97914,Karl Hardman
27747,Chuck Connors
80579,Robert Z'Dar
55841,Ron O'Neal
35475,Sean S. Cunningham
37470,Adrienne King
37469,Betsy Palmer
7073,Michael Berryman
99906,John Bloom
1351030,Jeff Kim
1924482,Nick Wolfhard
1658964,Charles Demers
16855,Mandy Moore
69899,Zachary Levi
164807,Paul Davis
14464,Jenny Agutter
11173,Nick Dudman
1319490,Kevin Haney
5174,Barry Sonnenfeld
34982,Jeff Bennett
963818,Troy Baker
86314,Mindy Cohn
43458,Brennan Elliott
104646,Barbara Niven
63681,Julie Warner
54500,Will Kemp
134610,Marco Soriano
1547914,Elan Garfias
1571231,Mat Lucas
60279,Fred Tatasciore
1082094,Dave B. Mitchell
12077,Jim Cummings
12900,Wallace Shawn
19507,Mikey Kelley
16418,Casey Kasem
1178795,Ben Diskin
27811,Peter Weller
42160,Ariel Winter
56930,David Selby
11813,David Foster
15406,Bill Lancaster
14999,George A. Romero
2932562,Tyler Lyle
2838131,Tim McEwan
511,Larry J. Franco
1432094,Cody Carpenter
44810,Cassandra Peterson
4785,Jeff Goldblum
6929,Tippi Hedren
229715,Jean-Michel Jarre
1250815,Little Boots
6856,Kurt Russell
65827,Keith David
11065,Wilford Brimley
32396,Richard Belzer
36190,Edie Falco
44712,Jill Eikenberry
2056726,Kevin Dobson
66776,Liza Minnelli
40389,Bernadette Peters
5699,Patti LuPone
2628845,James Black
51965,Kevin Sorbo
259016,Sam Sorbo
20767,Samantha Mathis
4971,Bud Cort
17005,Doug Jones
109870,Tom Woodruff Jr.
235722,Haruo Nakajima
8223,Jon Finch
41234,Judy Geeson
1116483,Deirdre Flynn
12688,Peter MacNicol
69344,Dana Hill
6952,Charlie Sheen
131814,Michael Brandon
19794,Eddie Constantine
72717,Dawn Addams
38037,Marius Goring
222054,Selma Brook
1483204,Ryan Mercier
1483206,Tina Gray
936,Oliver Reed
5,Peter Cushing
1241229,Bob Wilkins
2922,Boris Karloff
3061,Ewan McGregor
8724,Errol Flynn
30296,Joanne Dru
29903,Peter Finch
2532964,Morris Bright
2532965,Philip Campbell
109,Elijah Wood
1327,Ian McKellen
882,Liv Tyler
3070363,Christina Hazard
3070364,Karl Kite-Rangi
1313,Andrew Lesnie
107094,Dave Barry
38832,Thomas Gottschalk
12074,John Lithgow
1330888,Andy Bean
2501669,Marsha DeFilippo
11998,Eddie Albert
9626,Rip Torn
